EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,Roll,Pitch,Yaw,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
-1.070901048609531,-0.8474883164740824,-0.8229157598510072,-0.9338911981358472,-0.0950881877600181,-0.46224842787064,-0.781015784904139,-0.29573373890533516,-0.9596007806686152,-1.3349738680976304,-1.6748534037292335,0.9775390625,-0.20751953125,0.1513671875,-5.0,1.625,0.375
-0.4078781465280662,-0.8843550480646438,-2.251301492977216,-2.9590103067598528,-1.772035472064189,-0.8682112047315002,-0.21612912180885444,-1.1864036577700015,-0.9561896989762882,-1.3346141768438518,-1.677858013695973,0.966796875,-0.18994140625,0.1484375,0.3125,1.0,-0.625
-0.9393864607388344,-1.137924056925441,-1.5361365277553733,1.6634499727563437,0.8447121886773242,-0.391041537519402,-0.44433913369482525,-0.4756808826322512,-0.9772049794404921,-1.340110784208432,-1.6553306917503627,0.7158203125,-0.12060546875,-0.18408203125,7.1875,-2.0625,-2.9375
-1.6943929742164843,-1.7508258018467524,-2.3320362546434845,-3.5201463653112537,-1.6128586646209222,-0.6406196573465518,-1.9505411019789392,-1.0823823834561064,-0.9813146081013849,-1.334861613952572,-1.6491542876056349,0.95751953125,-0.40966796875,0.20947265625,6.4375,-0.625,0.0
-1.2738166964449633,0.02051107408637873,-0.10206242032500876,-1.702050878089871,-2.835949547465545,-1.6885869929945518,-0.3038299190470669,-1.002281404317915,-1.0437040989680555,-1.344863431491666,-1.585866129556194,0.7353515625,-0.109375,-0.63330078125,7.6875,-1.5625,0.25
-0.29695309605276404,-0.05230858361894709,0.4769699617594327,2.052844640747471,5.080375652922005,0.3632083483771957,-1.6593417300283007,-1.6086950799800657,-0.9680885064337084,-1.3369623257081729,-1.6579378811515622,1.19775390625,-0.111328125,0.90234375,2.5,0.3125,1.5
-0.8672113358582082,-1.4775913572389383,-1.836389034341896,-2.3292518694571043,-5.423457059568682,-1.0725544477714024,-1.4784363746618905,-0.6788872041228864,-1.0441928973398114,-1.3436778383715895,-1.58275758346969,0.7265625,-0.291015625,-0.64208984375,4.1875,-1.9375,0.9375
-1.6400574748083059,-1.1809865814907707,0.26935309870527996,0.7420181012539054,0.479490836843254,-0.20269564479925556,-0.7011956589713615,-0.6693579036966685,-0.9763772002074752,-1.3387865152011953,-1.6500505478384797,1.1748046875,-0.04443359375,0.7998046875,-5.125,-0.125,0.875
-0.92597256706513,-1.076843039176823,-2.166088513304643,-2.2888708069861514,-1.2236947632360304,-1.2157272080388335,-0.008553192179074501,-0.18411397587453357,-1.044477142849744,-1.3423442793510711,-1.5833504992261622,0.7529296875,-0.359375,-0.51611328125,-0.625,-1.5,-0.375
-0.4831253723221198,-0.42162739299066715,-0.085440677145444,0.5535963855024837,-0.08963119185555292,-1.7820415728482264,-0.7196985436519308,-1.4501545447459012,-0.9883975492832784,-1.3410809449972143,-1.6433273629008704,1.16064453125,-0.001953125,0.6650390625,-12.125,0.0,-0.3125
-0.7476342839273142,-1.8633825821233425,-3.411064532076377,-2.3113480354660645,-2.204187195228882,0.049585493070655115,-0.49016376486739666,-1.3914637903482032,-1.0502032639318877,-1.341690349382024,-1.5867091119765724,0.83349609375,-0.38818359375,-0.35009765625,-12.75,-1.875,2.0625
-1.178515326014354,-1.8990477636669896,-2.524676411307513,-2.7520192602805618,-1.5133436097336728,-4.2998158484458875,-3.6349582866740824,-1.5175114767160949,-1.0126733663104563,-1.3388704866446148,-1.635110160021336,1.15673828125,0.0693359375,0.62744140625,-36.6875,-2.0625,11.6875
